Hour,2004-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010,2011-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022,2023-2023
00:00,6.204620462046204,5.343317679908618,3.4036654859079007,4.825266851878929,4.521124564776802,4.063836788417243,3.9276282519525765,5.365133771303436,4.489689376142,4.194307725230044,4.971882531464787,4.806581986143187,3.9857420609202854,4.137678506041743,4.1269508746203,4.27242277633048,3.927046953822274,3.3210934312525504,3.790322580645161,3.7584869059165857
01:00,5.267326732673268,4.226424673181875,3.911905128600031,5.000731101038163,5.212284986748427,4.365471097948887,3.174692363881553,4.174997619727697,3.3498651352997477,3.0344532420286754,3.6240292778719985,3.584488067744419,2.900194426441996,3.105089710728671,2.4719807269299254,3.0442873092668403,2.2506790842064417,2.6030191758465935,2.517921146953405,1.8913676042677012
02:00,3.2475247524752477,2.652620890976012,2.03295857076852,1.8862406784617634,2.655511094943616,2.8024569485576394,2.494802494802495,3.1705227077977725,2.6102845210127903,2.1784720736143806,2.704632687672945,2.453810623556582,1.6472240224670556,1.7722445990479678,2.1996438671834087,2.2106438407145514,1.5832363213038416,1.6483068135454915,1.6487455197132617,1.3821532492725508
03:00,3.102310231023102,2.5257012311207006,1.440012320961035,1.9154847199883023,2.5931507561191083,2.1991883294943513,1.9497668146316796,2.199371608111968,1.9620638649612807,1.3824095869890862,1.6468802999196643,1.640685142417244,1.139554979477209,1.3255217868912488,1.173143395831151,1.1239300334946036,1.490104772991851,1.1260709914320686,1.5053763440860215,1.0426770126091174
04:00,2.1254125412541254,1.675339510090113,1.932850762359464,1.5572452112882,1.8864002494413552,1.343643742459142,1.3822554363094903,1.5043320955917356,1.3225441573131471,0.9415792852557244,1.4326519682227974,1.0536951501154734,0.793907971484122,0.6005126327352619,0.9112810306902691,0.7517677707480461,1.102056655025223,0.8567931456548347,0.9587813620071683,0.7759456838021339
05:00,1.7293729372937292,3.5791344079197867,2.5026952102263977,1.761953501973973,1.4602712674738867,1.343643742459142,1.1968309265606563,1.3281919451585262,0.7830853563038371,1.0400171196233683,1.0399000267785414,0.7505773672055427,0.6750918124864982,0.6298059318930795,0.6598931601550225,0.6847785634536658,0.8614668218859138,0.864953080375357,0.9767025089605734,0.994180407371484
06:00,1.900990099009901,3.3126031222236327,3.1110426613275837,2.0617049276209976,1.590188640024944,1.420423384885379,1.4103500589987077,1.2948681329144054,0.7178282432785174,0.8260218275197946,0.7140944389895564,0.779445727482679,0.6696910779866062,1.2522885389967047,0.8589085576620927,0.7219947897283215,0.7605743112145906,0.9139126886984905,1.1200716845878136,0.7516973811833172
07:00,2.0726072607260724,2.728772686889199,3.0340366548590794,2.741628893113028,2.520397027490516,2.1059559065482065,2.1464291734562004,2.213653241930877,1.039763334203428,1.2582923175690135,0.9640274926359012,0.9670900692840647,1.0261395549794772,1.3035518125228855,1.0265004713522572,1.1239300334946036,0.892510671323244,0.8731130150958792,1.5770609318996418,1.1881668283220175
08:00,3.128712871287129,3.0841477344840715,3.4344678884953024,3.421552858605059,2.587954061217066,3.531863551606888,3.1409788166544925,2.5040464629153574,1.8881058035325848,1.9516370639845924,1.9860751584397036,1.8716320246343339,2.057679844458846,1.9406810692054193,1.7073426207185505,1.935243766282099,1.474582848273186,1.3708690330477356,2.0340501792114694,2.0368574199806013
09:00,2.759075907590759,3.4141388501078818,3.611581703372863,4.350051177072672,3.424621940445877,3.2905561039815727,3.719728044052369,3.3323812244120723,2.836509179500566,3.239888722448106,3.137552441310363,3.4449576597382605,3.2890473104342193,2.7975100695715858,2.6919451136482664,4.8008931894305915,3.9891346526969342,3.329253365973072,3.8082437275985663,4.340446168768186
