Hour,2004-2004,2005-2005,2006-2006,2007-2007,2008-2008,2009-2009,2010-2010,2011-2011,2012-2012,2013-2013,2014-2014,2015-2015,2016-2016,2017-2017,2018-2018,2019-2019,2020-2020,2021-2021,2022-2022,2023-2023
10:00,3.0495049504950495,3.4902906460210685,4.135222547358694,4.298874104401229,3.310294652600946,4.200943292749808,3.80401191212002,4.141673807483577,4.25041329504916,6.180184035951209,4.512184236365259,4.671862971516552,4.633830200907323,4.152325155620652,4.231695820676652,6.847785634536659,7.590221187427241,6.511627906976744,5.28673835125448,6.328806983511154
11:00,3.102310231023102,3.959893387485722,4.481749576466965,4.459716332797193,4.0378319388868675,3.433146868487441,4.208574478844749,4.870037132247929,5.150961454798573,6.543976032527285,5.619030616799072,5.932448036951501,6.2486498163750275,6.35664591724643,6.619880590761495,8.262002232973577,7.256499805975941,6.438188494492043,6.980286738351254,6.5470417070805045
12:00,3.801980198019802,4.086813047341034,4.943785615277991,5.307793537066822,4.058618718495037,4.431282220028518,4.343428667752993,4.8224316861849,5.168363351605325,6.484057350738285,5.873426760689101,5.68225558121632,6.761719593864765,6.598315635298426,6.672253063789673,7.4730182359508746,6.441598758246022,6.740106079151367,6.693548387096775,6.062075654704171
13:00,5.135313531353136,4.784871176545247,5.151701832742954,5.037286152946337,4.754975835368706,4.782274871119887,4.865988649772433,5.493668475673617,5.920995388497347,6.655253584421144,5.82433276800857,5.9661277906081605,6.254050550874919,6.5031124130355185,6.850319472085471,6.349088202456271,5.261932479627474,6.609547123623011,6.137992831541219,6.692531522793405
14:00,5.412541254125412,5.406777509836274,4.882180810103188,5.029975142564702,5.55526685028322,5.582976856422069,5.281789065572849,5.212796343901743,6.434351344296528,6.522576503316927,6.083192002142283,6.399153194765204,6.286454957874271,7.045038447455145,6.399916204043155,6.579828805359137,7.085758634070624,7.319461444308445,7.526881720430108,6.886517943743938
15:00,5.887788778877888,5.80022845538774,5.59063606961343,5.285860505921918,5.321415579691316,5.2429527256773065,4.888464347923807,5.722174616776159,6.15157052118681,6.351380269634068,6.145675265553869,6.009430331023864,7.204579822855909,6.393262541193702,6.504661150099508,6.229996278377373,7.163368257663951,7.613219094247246,7.21326164874552,6.474296799224054
16:00,5.914191419141914,4.6071836527478105,5.0592946249807484,4.613247550811522,4.895286597723848,5.725567620927937,5.377310782716188,5.412739217366467,6.1472200469851215,6.163064412582924,5.7663125948406675,5.816974595842956,6.513285806869734,6.649578908824607,6.221849795747355,6.862672125046521,7.0935195964299576,7.9559363525091795,6.756272401433691,6.256062075654705
17:00,5.293729372937294,4.289884503109532,5.036192823040197,4.9495540283667205,4.90048329262589,5.215531424810793,5.377310782716188,5.641245358469009,6.416949447489777,5.264284185747913,6.016245648487013,5.744803695150115,6.848131345863037,6.393262541193702,6.651304074578402,6.490509862299963,6.464881645324021,5.850673194614443,6.433691756272402,5.625606207565471
18:00,5.716171617161716,4.9117908364005585,5.482827660557524,5.614855973095482,5.2330717663565975,5.495228693649227,5.91672753834916,5.041416738074836,6.034107717741233,4.973250588487053,5.538694992412747,5.071208622016936,5.897602073882048,6.400585865983157,5.719074054676862,4.547822850762932,5.083430345362825,4.9449204406364755,5.143369175627241,5.5771096023278375
19:00,5.887788778877888,4.82294707450184,5.313414446326814,5.125018277525954,5.628020578911812,5.4403860919162,5.720065179524639,5.446063029610587,5.668667884799443,4.802054354804194,4.802285102204767,4.787336412625097,4.974076474400518,4.599047967777371,4.420236723578087,3.989579456643096,4.245246410554908,4.104447164422685,4.614695340501792,5.504364694471387
20:00,4.924092409240924,5.279857849980962,5.336516248267365,4.934932007603451,6.095723120095619,6.0875287923659105,5.540259594313649,5.069980005712654,5.351083268076221,4.592338968542692,4.84245291439793,4.628560431100847,5.055087491898899,4.635664591724643,5.551482140986697,3.1931522143654636,4.144353899883586,4.218686250509996,4.301075268817205,5.843840931134821
21:00,5.227722772277228,5.381393577865212,5.490528261204374,5.2493054540137445,6.449098373434496,6.7620927936821325,7.107939540371973,5.512710654098829,5.43809275210998,5.465439760325273,5.502990270463269,5.62933025404157,4.7418448909051625,4.760161113145369,5.27914528124018,3.6397469296613325,4.36942180830423,5.099959200326397,4.211469534050179,5.11639185257032
22:00,5.174917491749175,5.635232897575834,5.706145079316187,5.512501827752595,5.971002442446604,6.1204343534057255,7.231555880204529,5.174711987051318,5.642565039589315,5.071688422854697,5.770775685084352,6.581986143187067,5.298120544394037,5.338703771512267,5.603854614014874,4.049125418682546,4.64105549088087,5.116279069767442,4.301075268817205,4.801163918525703
23:00,3.933993399339934,5.000634598299277,4.974588017865393,5.0592191840912415,5.337005664397443,5.012613798398596,5.793111198516604,5.350852137484528,5.224919516227269,4.883372565803552,5.480674819244845,5.725558121632025,5.098293367898034,5.3094104723544495,5.4467371949303445,4.815779679940454,4.827318587504851,4.569563443492452,4.46236559139785,4.122211445198836
