,2000-2004,2005-2009,2010-2014,2015-2019,2020-2024
00:00-00:59,0.06599812623616365,0.03567400540749324,0.03731543624161074,0.03307812890474135,0.018628402920128025
01:00-01:59,0.06396821541344253,0.06042487446890692,0.02678598061148397,0.027898312015812072,0.009062466285467688
02:00-02:59,0.03308581144383913,0.01769022788721514,0.01739000745712155,0.016698093918258855,0.0058977955191138924
03:00-03:59,0.016673028210555538,0.013935882580146775,0.011782252050708427,0.008405843196946634,0.004315460135936994
04:00-04:59,0.01587494361358826,0.010598686751641561,0.00802386278896346,0.007747006838267033,0.004027762793541194
05:00-05:59,0.01818244907873278,0.01742757821552723,0.011901565995525727,0.007519821886998205,0.002229654403567447
06:00-06:59,0.01906728200145737,0.019714175357280803,0.013810589112602535,0.011586432514710225,0.00384795195454382
07:00-07:59,0.02357819494083764,0.02138277327153341,0.01900074571215511,0.014085466978667333,0.006473190203905492
08:00-08:59,0.02942503209688053,0.033062958671301663,0.029202087994034304,0.02106004498262035,0.020030927464307548
09:00-09:59,0.03355425240292862,0.04105059868675164,0.04238627889634601,0.040438921325851376,0.04408961772215629
10:00-10:59,0.03657309413928311,0.04585554268057165,0.060671140939597315,0.06031760456187382,0.08706440824252885
11:00-11:59,0.03603525451958777,0.04778679026651217,0.06538404175988069,0.07492559692845946,0.10105369151652462
12:00-12:59,0.03816926333321767,0.05492468134414832,0.061357196122296793,0.07283549537678624,0.08300068328118819
13:00-13:59,0.04894340539227593,0.057829277713402856,0.06612975391498882,0.06651975373151282,0.06868774049699716
14:00-14:59,0.05178875047711579,0.06353032058709926,0.06281879194630872,0.06820092237090215,0.08781961376631783
15:00-15:59,0.055727124466497795,0.06388567014291233,0.06344519015659955,0.06552013994592998,0.09191930089545798
16:00-16:59,0.05973489711648565,0.053673232908458865,0.06153616703952274,0.06797373741963332,0.08526629985255511
17:00-17:59,0.05647316006801069,0.05016608729239089,0.060253542132736766,0.06849626280755162,0.06386881001186752
18:00-18:59,0.05636906207710191,0.048234839706450365,0.05225950782997763,0.05420632937274235,0.047038515481713235
19:00-19:59,0.05564037614074049,0.04820393974507532,0.04826249067859806,0.041779312538337464,0.038299708706440824
20:00-20:59,0.05045282626045317,0.048559289300888375,0.04110365398956003,0.0406661062771202,0.029093393749775237
21:00-21:59,0.045612269683195115,0.049517188103514874,0.044623415361670395,0.040098143898948134,0.03258172402632431
22:00-22:59,0.04713904021652382,0.05147933565083044,0.04865026099925429,0.04575504918554195,0.03405617290610278
23:00-23:59,0.04193414067108505,0.045392043259945926,0.04590604026845638,0.044187473021787035,0.03164670766353796
